Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Increasing access to surgical services in Sub-Saharan Africa: Priorities for national and international agencies recommended by the Bellagio essential surgery group,"Luboga, S.; Macfarlane, S. B.; Von Schreeb, J.; Kruk, M. E.; Cherian, M. N.; Bergström, S.; Bossyns, P. B. M.; Denerville, E.; Dovlo, D.; Galukande, M.; Hsia, R. Y.; Jayaraman, S. P.; Lubbock, L. A.; Mock, C.; Ozgediz, D.; Sekimpi, P.; Wladis, A.; Zakariah, A.; Dade, N. B.; Donkor, P.; Gatumbu, J. K.; Hoekman, P.; Ijsselmuiden, C. B.; Jamison, D. T.; Jessani, N.; Jiskoot, P.; Kakande, I.; Mabweijano, J. R.; Mbembati, N.; McCord, C.; Mijumbi, C.; De Miranda, H.; Mkony, C. A.; Mocumbi, P.; Ndihokubwayo, J. B.; Ngueumachi, P.; Ogbaselassie, G.; Okitombahe, E. L.; Toure, C. T.; Vaz, F.; Zikusooka, C. M.; Debas, H. T.",,2009,,PLoS Medicine,6,12,,,10.1371/journal.pmed.1000200,21955,#5106,Luboga 2009,Camille Beatrice Valera (2025-01-28 04:12:24)(Select): policy brief (recommendations for addressing barriers to care); ,Burden of Reconstructive Surgeries
The importance of a local cleft mission and its spread,"Lucamba, A.; Grillo, R.; Bessa, S.; Hernández, N. M. M.; Filipe, L.; Naclério-Homem, M. D.","Objectives: Cleft lip or palate are very usual birth defects. This study aims to discuss a local cleft mission per-formed in Angola and some specifics on the topic.Methods: This retrospective study assessed the main features of a local cleft mission conducted in September 2022. The mission was carried out at the Hospital Josina Machel in Luanda, Angola. Data was retrieved and analyzed. The Shapiro-Wilkes test and Pearson correlation were used and considered significant only at 95% confidence interval.Results: Cleft missions are a difficult task. Logistical and financial problems are exacerbated by the extreme difficulty of recruiting patients, particularly in remote regions, far from major centers. Despite successful widespread, some surgeries have been postponed due to comorbidities, common in Africa.Conclusion: The organizers of the mission must be aware of the difficulty of attracting patients and must use different media such as television and radio. The internet needs to be used to the maximum and could reach a higher number of prospects.(c) 2023 Elsevier Masson SAS. All rights reserved.",2023,,J. Stomatol. Oral Maxillofac. Surg.,124,3,4,WOS:001002564700001,10.1016/j.jormas.2023.101382,23410,#5108,Lucamba 2023,"",""
"Pattern of presentation and outcome of patients treated for Fournier’s gangrene at Kilimanjaro Christian Medical Centre in Moshi, Tanzania","Mabula, P.; Nyongole, O. V.; Mteta, K. A.","Background: Fournier’s gangrene (FG) is a rapidly progressive and potentially fatal infective necrotizing fasciitis which affects the perineal and perianal regions as well as the external genitalia. This study aimed at evaluating the management of FG and its outcomes at Kilimanjaro Christian Medical Centre (KCMC) in Moshi, Tanzania Methods: This was a retrospective hospital based study involving case notes of all patients who had Fournier’s gangrene at KCMC from January 2003 to December 2013. Patients managed for Fournier’s gangrene and the medical records of the patients eligible for the study retrieved manually. Results: A total of 25case notes of patients treated for Fournier’s gangrene during the study period were reviewed. All were males and majority of them (60%) were ≥50 years (mean=57.4 years). Hypertension was the commonest reported risk factor (41%). Diabetes mellitus was reported as a risk factor in 20% of all patients with FG. These risk factors were mentioned as comorbid conditions in traumatic urethral catheterization and suprapubic catheterization. All patients received a combination treatment of wound debridement, antibiotics, fluid replacement, analgesics and daily wound dressing. The average hospital stay for patients with FG was about 25 days. Conclusion: Fournier’s gangrene at KCMC is exclusively a male disease affecting those above 50 years. Hypertension and diabetes mellitus were the common comorbid condition in patients with Fournier’s gangrene.",2016,,Tanzania Journal of Health Research,18,4,,,10.4314/thrb.v18i4.8,20015,#5156,Mabula 2016,"Lionel Bernard Dumont (2025-02-26 02:31:59)(Select): to be included; Lionel Bernard Dumont (2025-02-26 02:31:49)(Select): Gangrene de Fournier is related to reconstructive surgery; Sabina Rodriguez (2025-02-25 08:24:39)(Select): Fournier's gangrene is related to genital/perianal area. If I remember correctly, we mentioned we wouldn't focus on that area? ; ",""
The clinical presentation and early outcomes of necrotizing fasciitis in a Ugandan Tertiary Hospital--a prospective study,"Magala, J.; Makobore, P.; Makumbi, T.; Kaggwa, S.; Kalanzi, E.; Galukande, M.","BACKGROUND: Necrotizing fasciitis is an infectious process characterized by rapidly progressing necrosis of superficial fascia and subcutaneous tissue with subsequent necrosis of overlying skin.Necrotizing fasciitis is a rare but fatal infection. The worldwide incidence is at 0.4 per 100,000. Mortality is up to 80% with no intervention, and 30-50% with intervention. Delay in intervention is associated with poor outcome. The risk factors for necrotizing fasciitis are diabetes mellitus, HIV, malignancy, illicit drug use, malnutrition among others.The aim of this study was to describe the clinical presentation and early outcomes of necrotizing fasciitis amongst Ugandan patients. METHODS: A prospective descriptive case series study conducted at Mulago National Referral and Teaching hospital from 5th January to 30th April 2011. Patients with necrotizing fasciitis were consecutively recruited after clinical evaluation, laboratory and microbiological tests were performed. Aggressive debridement was done and broad-spectrum antibiotics administered. Patients were followed up on surgical wards. Ethical approval was obtained. RESULTS: Thirty five patients were recruited over a 4 months period. More males were affected with, M: F 3:1. The 20-40 years age group was most affected. Attainment of healthy granulation tissue took 19 days on average. Mortality rate was 14% (5/35). Limbs were the most affected body parts 20/35 (57%), the scrotum and perineum (23%). Among infants the scalp was the most affected. Co-morbidities included HIV 8/35 (17%), and DM (5%) among others. The commonest organisms were gram negative. Split skin grafting was necessary in 74% (26/35) of patients. CONCLUSION: There were a high number of patients with necrotizing fasciitis; it was associated with low mortality but high morbidity (long hospital stay). There was a high preponderance to males and limbs were the more affected body parts.",2014,,BMC research notes,7,,476,,10.1186/1756-0500-7-476,20754,#5193,Magala 2014,Sabina Rodriguez (2025-04-18 06:23:02)(Select): Not too much focus on the surgery required. Does mention skin grafting and wound closure/treatment which is PRS related. However it is briefly mentioned in the discussion. ; ,Deforming Pathologies; Disabling Pathologies; Mutilating Pathologies; Skin Conditions
Prevalence of Untreated Surgical Conditions in Rural Rwanda: A Population-Based Cross-sectional Study in Burera District,"Maine, R. G.; Linden, A. F.; Riviello, R.; Kamanzi, E.; Mody, G. N.; Ntakiyiruta, G.; Kansayisa, G.; Ntaganda, E.; Niyonkuru, F.; Mubiligi, J. M.; Mpunga, T.; Meara, J. G.; Hedt-Gauthier, B. L.","IMPORTANCE: In low- and middle-income countries, community-level surgical epidemiology is largely undefined. Accurate community-level surgical epidemiology is necessary for surgical health systems planning. OBJECTIVE: To determine the prevalence of surgical conditions in Burera District, Northern Province, Rwanda. DESIGN, SETTING, AND PARTICIPANTS: A cross-sectional study with a 2-stage cluster sample design (at village and household level) was carried out in Burera District in March and May 2012. A team of surgeons randomly sampled 30 villages with probability proportionate to village population size, then sampled 23 households within each village. All available household members were examined. MAIN OUTCOMES AND MEASURES: The presence of 10 index surgical conditions (injuries/wounds, hernias/hydroceles, breast masses, neck masses, obstetric fistulas, undescended testes, hypospadias, hydrocephalus, cleft lip/palate, and clubfoot) was determined by physical examination. Prevalence was estimated overall and for each condition. Multivariable logistic regression was performed to identify factors associated with surgical conditions, accounting for the complex survey design. RESULTS: Of the 2165 examined individuals, 1215 (56.2%) were female. The prevalence of any surgical condition among all examined individuals was 12% (95% CI, 9.2-14.9%). Half of conditions were hernias/hydroceles (49.6%), and 44% were injuries/wounds. In multivariable analysis, children 5 years or younger had twice the odds of having a surgical condition compared with married individuals 21 to 35 years of age (reference group) (odds ratio [OR], 2.2; 95% CI, 1.26-4.04; P = .01). The oldest group, people older than 50 years, also had twice the odds of having a surgical condition compared with the reference group (married, aged >50 years: OR, 2.3; 95% CI, 1.28-4.23; P = .01; unmarried, aged >50 years: OR, 2.38; 95% CI, 1.02-5.52; P = .06). Unmarried individuals 21 to 35 years of age and unmarried individuals aged 36 to 50 years had higher odds of a surgical condition compared with the reference group (aged 21-35 years: OR, 1.68; 95% CI, 0.74-3.82; P = .22; aged 36-50 years: OR, 3.35; 95% CI, 1.29-9.11; P = .02). There was no statistical difference in odds by sex, wealth, education, or travel time to the nearest hospital. CONCLUSIONS AND RELEVANCE: The prevalence of surgically treatable conditions in northern Rwanda was considerably higher than previously estimated modeling and surveys in comparable low- and middle-income countries. This surgical backlog must be addressed in health system plans to increase surgical infrastructure and workforce in rural Africa.",2017,,JAMA Surg,152,12,e174013,29071335,10.1001/jamasurg.2017.4013,13410,#5224,Maine 2017,"",Access to Healthcare; Barriers to Care; Cancers; Clubfoot
Burn injury and management in Liberia,"Manktelow, A.","Burn care in developing countries remains a challenge. This paper reviews the acute burn care of 21 patients admitted during a 1-year period to a hospital in Liberia. Lack of supplies and education, coupled with the local belief system, reflect on patient management. The study population totalled 21 patients, ranging from 1 to 62 years of age. TBSA burns ranged from 2 to 60 per cent (mean 21 per cent), 61 per cent of patients were grafted. The time between burn and graft varied between 5 and 96 days (mean 29.8). Graft take varied between 40 and 100 per cent (mean 81 per cent). Of the grafted patients 66.6 per cent received blood (average 732 ml). At the time of presentation 61.9 per cent of patients had other illness. The average number of hospital days was 37.9 (range 2-76). The mortality rate was 14.2 per cent. When managing burns in a developing country, adoption of a simple, clearly defined method of treatment, together with education of the care-givers, is suggested. As in the developed world, however, prevention is the critical factor.",1990,,Burns,16,6,432-6,2073342,10.1016/0305-4179(90)90072-5,13591,#5298,Manktelow 1990,"",Burden; Burns
An assessment of orofacial clefts in Tanzania,"Manyama, M.; Rolian, C.; Gilyoma, J.; Magori, C. C.; Mjema, K.; Mazyala, E.; Kimwaga, E.; Hallgrimsson, B.","BACKGROUND: Clefts of the lip (CL), the palate (CP), or both (CLP) are the most common orofacial congenital malformations found among live births, accounting for 65% of all head and neck anomalies. The frequency and pattern of orofacial clefts in different parts of the world and among different human groups varies widely. Generally, populations of Asian or Native American origin have the highest prevalence, while Caucasian populations show intermediate prevalence and African populations the lowest. To date, little is known regarding the epidemiology and pattern of orofacial clefts in Tanzania. METHODS: A retrospective descriptive study was conducted at Bugando Medical Centre to identify all children with orofacial clefts that attended or were treated during a period of five years. Cleft lip and/or palate records were obtained from patient files in the Hospital's Departments of Surgery, Paediatrics and medical records. Age at presentation, sex, region of origin, type and laterality of the cleft were recorded. In addition, presence of associated congenital anomalies or syndromes was recorded. RESULTS: A total of 240 orofacial cleft cases were seen during this period. Isolated cleft lip was the most common cleft type followed closely by cleft lip and palate (CLP). This is a departure from the pattern of clefting reported for Caucasian and Asian populations, where CLP or isolated cleft palate is the most common type. The distribution of clefts by side showed a statistically significant preponderance of the left side (43.7%) (χ2 = 92.4, p < 0.001), followed by the right (28.8%) and bilateral sides (18.3%). Patients with isolated cleft palate presented at very early age (mean age 1.00 years, SE 0.56). Associated congenital anomalies were observed in 2.8% of all patients with orofacial clefts, and included neural tube defects, Talipes and persistent ductus arteriosus. CONCLUSIONS: Unilateral orofacial clefts were significantly more common than bilateral clefts; with the left side being the most common affected side. Most of the other findings did not show marked differences with orofacial cleft distributions in other African populations.",2011,,BMC Oral Health,11,,5,21288337,10.1186/1472-6831-11-5,13943,#5318,Manyama 2011,"",Burden; Cleft Palate; Congenital Malformations
"Surgical admissions to the Rift Valley Provincial General Hospital, Kenya","Masiira-Mukasa, N.; Ombito, B. R.","OBJECTIVE: To describe the pattern of surgical admissions to the Rift Valley Provincial General Hospital and in particular the epidemiologic characteristics of trauma admissions. DESIGN: Retrospective study. SETTING: Rift Valley Provincial General Hospital, Nakuru from (1st January 1998 - 31st December 1999). SUBJECTS: All patients admitted to the various surgical wards (excluding eye-patients) during the stated period and whose medical records were available and complete. METHODS: Medical records of all surgical patients admitted during the period of study were retrieved using admission data from casualty, surgical out-patient and Annex Hospital registers. Further medical data were obtained from wards admission registers, nurses report books and records from theatre and radiology books. A special data-form was used to collect the required information. The data was subjected to simple statistical analysis. RESULTS: There were 5,907 surgical admissions of whom 3,411 cases seventy three point five percent were trauma admissions, 1,499 cases (25.4%) were non-traumatic emergency surgical admissions and 997 cases (16.8%) were elective surgical admissions. 73.5% of all trauma admissions were males and 57.6% were in the 21-60 year age-group. The most common injuries were soft-tissue injuries, fractures, burn injuries and head injuries, while the leading causes of trauma were road traffic accidents (32.7%), assaults (23.8%), falls (15.5%) and burns (13%). Fifty one point seven percent of all performed surgical operations were trauma-related. The mean length of hospital stay for trauma patients was 10.4 days. Trauma was the leading cause of death (6.6%) among all surgical admissions. CONCLUSION: Trauma, particularly due to road traffic accidents and violence is a growing public health problem in this region that urgently calls for specific intervention measures. Further studies of disability levels as well as costs of trauma care are recommended.",2002,,East Afr Med J,79,7,373-8,12638833,10.4314/eamj.v79i7.8842,13505,#5377,Masiira-Mukasa 2002,"",Burden; Burns; Road Traffic Accidents; Trauma
Barriers to Cleft Lip and Palate Repair Around the World,"Massenburg, B. B.; Jenny, H. E.; Saluja, S.; Meara, J. G.; Shrime, M. G.; Alonso, N.","BACKGROUND: Cleft lip and/or palate (CLP) is estimated to occur in 1 out of every 700 births, but for many people residing in low- and middle-income countries this deformity may be repaired late in life or not at all. This study aims to analyze worldwide provider-perceived barriers to the surgical repair of CLP in low- and middle-income countries. METHODS: From 2011 to 2014, Smile Train distributed a multiple-choice, voluntary survey to healthcare providers to identify areas of need in CLP care worldwide. Data on provider-reported barriers to care were aggregated by year, country, and larger world regions. RESULTS: A total of 1997 surveys were completed by surgeons and healthcare providers (60.7% response rate). The most commonly reported barriers were ""patient travel costs"" (60.7%), ""lack of patient awareness"" (54.1%), and ""lack of financial support"" (52.8%). ""Patient travel costs"" was the most commonly reported barrier in sub-Saharan Africa, the Middle East and North Africa, and South and Southeast Asia. ""Lack of financial support"" was the most commonly reported barrier in the Americas, Eastern Europe, and East Asia. CONCLUSIONS: This is the largest intercontinental study on healthcare provider-identified barriers to care, representing the limitations experienced by healthcare professionals in providing corrective surgery for CLP around the world. Financial risk protection from hidden costs, such as patient travel costs, is essential. Community health workers and nurses are critical for communication and linking CLP care to the rest of the community. Recognition of these barriers can inform future policy decisions, targeted by region, for surgical systems delivering care for patients with CLP worldwide.",2016,,J Craniofac Surg,27,7,1741-1745,27763973,10.1097/scs.0000000000003038,14131,#5382,Massenburg 2016,"",Barriers to Care; Cleft Palate; Congenital Malformations
"Epidemiology of injuries and outcomes among trauma patients receiving prehospital care at a tertiary teaching hospital in Kigali, Rwanda","Mbanjumucyo, G.; George, N.; Kearney, A.; Karim, N.; Aluisio, A. R.; Mutabazi, Z.; Umuhire, O.; Enumah, S.; Scott, J. W.; Uwitonze, E.; Nyinawankusi, J. D.; Byiringiro, J. C.; Kabagema, I.; Ntakiyiruta, G.; Jayaraman, S.; Riviello, R.; Levine, A. C.","INTRODUCTION: Injury accounts for 9.6% of the global mortality burden, disproportionately affecting those living in low- and middle-income countries. In an effort to improve trauma care in Rwanda, the Ministry of Health developed a prehospital service, Service d'Aide Médicale Urgente (SAMU), and established an emergency medicine training program. However, little is known about patients receiving prehospital and emergency trauma care or their outcomes. The objective was to develop a linked prehospital-hospital database to evaluate patient characteristics, mechanisms of injury, prehospital and hospital resource use, and outcomes among injured patients receiving acute care in Kigali, Rwanda. METHODS: A retrospective cohort study was conducted at University Teaching Hospital - Kigali, the primary trauma centre in Rwanda. Data was included on all injured patients transported by SAMU from December 2012 to February 2015. SAMU's prehospital database was linked to hospital records and data were collected using standardised protocols by trained abstractors. Demographic information, injury characteristics, acute care, hospital course and outcomes were included. RESULTS: 1668 patients were transported for traumatic injury during the study period. The majority (77.7%) of patients were male. The median age was 30 years. Motor vehicle collisions accounted for 75.0% of encounters of which 61.4% involved motorcycles. 48.8% of patients sustained injuries in two or more anatomical regions. 40.1% of patients were admitted to the hospital and 78.1% required surgery. The overall mortality rate was 5.5% with nearly half of hospital deaths occurring in the emergency centre. CONCLUSION: A linked prehospital and hospital database provided critical epidemiological information describing trauma patients in a low-resource setting. Blunt trauma from motor vehicle collisions involving young males constituted the majority of traumatic injury. Among this cohort, hospital resource utilisation was high as was mortality. This data can help guide the implementation of interventions to improve trauma care in the Rwandan setting.",2016,,Afr J Emerg Med,6,4,191-197,30456094,10.1016/j.afjem.2016.10.001,15041,#5442,Mbanjumucyo 2016,Rachel Wangi (2025-02-12 00:59:54)(Select): Included some reconstructive surgical conditions; ,Burden; Road Traffic Accidents; Trauma
Experiences with surgical treatment of chronic lower limb ulcers at a tertiary hospital in northwestern Tanzania: a prospective review of 300 cases,"Mbunda, F.; McHembe, M. D.; Chalya, P. L.; Rambau, P.; Mshana, S. E.; Kidenya, B. R.; Gilyoma, J. M.","BACKGROUND: Chronic lower limb ulcers constitute a major public health problem of great important all over the world and contribute significantly to high morbidity and long-term disabilities. There is paucity of information regarding chronic lower limb ulcers in our setting; therefore it was necessary to conduct this study to establish the patterns and outcome of chronic lower limb ulcers and to identify predictors of outcome in our local setting. METHODS: This was a descriptive prospective study of patients with chronic lower limb ulcers conducted at Bugando Medical Centre between November 2010 and April 2012. Ethical approval to conduct the study was sought from relevant authorities. Statistical data analysis was done using SPSS version 17.0 and STATA version 11.0. RESULTS: A total of 300 patients were studied. Their ages ranged from 3 months to 85 years (median 32 years). The male to female ratio was 2:1. The median duration of illness was 44 days. Traumatic ulcer was the most frequent type of ulcer accounting for 60.3% of patients. The median duration of illness was 44 days. The leg was commonly affected in 33.7% of cases and the right side (48.7%) was frequently involved. Out of 300 patients, 212 (70.7%) had positive aerobic bacterial growth within 48 hours of incubation. Pseudomonas aeruginosa (25.5%) was the most frequent gram negative bacteria isolated, whereas gram positive bacteria commonly isolated was Staphylococcus aureus (13.7%). Twenty (6.7%) patients were HIV positive with a median CD4+ count of 350 cells/μl. Mycological investigation was not performed. Bony involvement was radiologically reported in 83.0% of cases. Histopathological examination performed in 56 patients revealed malignancy in 20 (35.7%) patients, of which malignant melanoma (45.0%) was the most common histopathological type. The vast majority of patients, 270 (90.0%) were treated surgically, and surgical debridement was the most common surgical procedure performed in 24.1% of cases. Limb amputation rate was 8.7%. Postoperative complication rate was 58.3% of which surgical site infection (77.5%) was the most common post-operative complications. The median length of hospital stay was 23 days. Mortality rate was 4.3%. Out of the two hundred and eighty-seven (95.7%) survivors, 253 (91.6%) were treated successfully and discharged well (healed). After discharge, only 35.5% of cases were available for follow up at the end of study period. CONCLUSION: Chronic lower limb ulcers remain a major public health problem in this part of Tanzania. The majority of patients in our environment present late when the disease is already in advanced stages. Early recognition and aggressive treatment of the acute phase of chronic lower limb ulcers at the peripheral hospitals and close follow-up are urgently needed to improve outcomes of these patients in our environment.",2012,,BMC Dermatol,12,,17,23020814,10.1186/1471-5945-12-17,14553,#5454,Mbunda 2012,Rachel Wangi (2025-01-23 01:32:11)(Select): Conducted skin grafting and amputations; ,Disabling Pathologies; Ulcers
"Non-syndromic cleft lip and/or cleft palate: Epidemiology and risk factors in Lubumbashi (DR Congo), a case-control study","Mbuyi-musanzayi, S.; Kayembe, T. J.; Kashal, M. K.; Lukusa, P. T.; Kalenga, P. M.; Tshilombo, F. K.; Devriendt, K.; Reychler, H.","Purpose: To determine the incidence and risk factors of occurrence of non-syndromic cleft lip and/or cleft palate (NSCLP) in Lubumbashi. Method: A case-control study was conducted in the health district of Lubumbashi from February 2012 to December 2015. An exhaustive sampling, collecting all newborns with cleft lip and/or cleft palate (CL +/- P) in maternity wards was conducted. From a total of 172 cases, 162 non-syndromic cases were recruited. For each case, one clinically normal newborn control was selected. Results: NSCLP had an incidence of 1/1258 live births (0.8/1000). We found significant associations with a family history of cleft lip and palate (CLP) (x(2)family history = 11.5, p = 0.0007), maternal alcohol intake (OR = 19.3, 95% CI: 1.9-197.1), paternal alcohol during the periconceptional period and the first trimester of pregnancy (OR = 18.7, 95% CI: 3.9-89.2), maternal educational level lower than high school (OR = 9.5, 95% CI: 2.0-44.7), clay (Pemba) consumption during pregnancy (OR = 38.3, 95% CI: 9.3-157.0), the use of insecticides in the evening (OR = 130.3, 95% CI: 13.2-1286.9), indoor cooking with charcoal (Makala) (OR = 6.5, 95% CI: 1.22-34.5), and regular consumption of Kapolowe fish, supposedly contaminated with heavy metals (OR = 29.5, 95% CI: 7.4-116.7). Conclusion: Several environmental risk factors highly prevalent in Central Africa for facial clefting were found. (C) 2018 European Association for Cranio-Maxillo-Facial Surgery. Published by Elsevier Ltd. All rights reserved.",2018,,J. Cranio-MaxilloFac. Surg.,46,7,1051-1058,WOS:000434780500001,10.1016/j.jcms.2018.05.006,23421,#5457,Mbuyi-musanzayi 2018,"",Burden; Cleft Palate; Congenital Malformations
Pediatric burn contractures in low- and lower middle-income countries: A systematic review of causes and factors affecting outcome,"Meng, F.; Zuo, K. J.; Amar-Zifkin, A.; Baird, R.; Cugno, S.; Poenaru, D.","In low- and lower middle-income countries (LMICs), timely access to primary care following thermal injury is challenging. Children with deep burns often fail to receive specialized burn care until months or years post-injury, thus suffering impairments from hypertrophic scarring or joint and soft tissue contractures. We aimed to examine the correlation between limited access to care following burn injury and long-term disability in children in LMICs and to identify specific factors affecting the occurrence of late burn complications. A systematic literature search was conducted to retrieve articles on pediatric burns in LMICs using Medline, Embase, the Cochrane Library, LILACS, Global Health, African Index Medicus, and others. Articles were assessed by two reviewers and reported in accordance with PRISMA guidelines. Of 2896 articles initially identified, 103 underwent full-text review and 14 met inclusion criteria. A total of 991 children who developed long-term burn sequelae were included. Time from injury to consultation ranged from a few months to 17 years. Factors associated with late complications included total body surface area burned, burn depth, low socio-economic status, limited infrastructure, perceived inability to pay, lack of awareness of surgical treatment, low level of maternal education, and time elapsed between burn injury and reconstructive surgery.",2020,,Burns,46,5,993-1004,31813620,10.1016/j.burns.2019.06.001,13513,#5569,Meng 2020,"Camille Beatrice Valera (2025-02-14 01:37:01)(Select): barriers to care; burns;
LMICs 71% concerning SSA countries; Saidu Ahmad Idris (2025-02-12 03:03:50)(Select): several barriers to burn care in LMIC (country specific); ",Access to Healthcare; Barriers to Care; Burden; Burns
Factors Contributing to and Reducing Delays in the Provision of Adequate Care in Ghana: A Qualitative Study of Trauma Care Providers,"Mesic, A.; Gyedu, A.; Mehta, K.; Goodman, S. K.; Mock, C.; Quansah, R.; Donkor, P.; Stewart, B.","BACKGROUND: Ghana has a large and growing burden of injury morbidity and mortality. There is a substantial unmet need for trauma surgery, highlighting a need to understand gaps in care. METHODS: We conducted 8 in-depth interviews with trauma care providers (surgeons, nurses, and specialists) at a large teaching hospital to understand factors that contribute to and reduce delays in the provision of adequate trauma care for severely injured patients. The study aimed to understand whether providers thought factors differed between patients that were enrolled in the National Health Insurance Scheme (NHIS) and those that were not. Findings were presented for the third delay (provision of appropriate care) in the Three Delays Framework. RESULTS: Key findings included that most factors contributing delays in the provision of adequate care were related to the costs of care, including for diagnostics, medications, and treatment for patients with and without NHIS subscription. Other notable factors included conflicts between providers, resource constraints, and poor coordination of care at the facility. Factors which reduce delays included advocacy by providers and informal processes for prioritizing critical injuries. CONCLUSION: We recommend facility-level changes including increasing equity in access to trauma and elective surgery through targeted system strengthening efforts (e.g., a scheduled back-up call system for surgeons, anesthetists, other specialists, and nurses; designated operating theatres and staff for emergencies; training of staff), policy changes to simplify the insurance renewal and subscription processes, and future research on the costs and benefits of including diagnostics, medications, and common trauma services into the NHIS benefits package.",2022,,World J Surg,46,11,2607-2615,35994075,10.1007/s00268-022-06686-8,14139,#5587,Mesic 2022,"Sabina Rodriguez (2025-01-30 09:26:24)(Select): Qualitative study on the identified delays by staff of hospital (surgeons, nurses...) One of the participants interviewed is a plastic surgeon therefore some of the answers could be relevant.

The general analysis is not divided by department or staff, so not sure which delays applies to which department. Also only one plastic/burn surgeon. ; ",Access to Healthcare; Barriers to Care
Challenges in developing paediatric surgery in Sub-Saharan Africa,"Mhando, S.; Lyamuya, S.; Lakhoo, K.","The aim of the present study is to report on the difficulties in developing paediatric surgery in a teaching hospital in Tanzania. The methods are as follows: (1) information on the demography and health services of Tanzania were obtained from the Ministry of Health and the 1998 consensus report; (2) hospital data was obtained from the Medical Director's Office and analysed; (3) the current delivery of surgical services for children at the Tumaini University Hospital and Kilimanjaro Christian Medical Centre (KCMC) is reported; (4) the local, national and international support for the development of surgical services for children is noted; (5) the teaching, training and research programmes are proposed. The results showed that (1) Tanzania has a population of 31 million with a total health expenditure of 10%. There is 1 doctor for 23,000 inhabitants and 1 hospital bed per 940. The infant mortality is 173 per thousand life births. (2) The bed capacity at KCMC is 500 with a staff of 40 consultants, 294 nurses, 246 health attendants and 38 clinical officers. (3) Forty-two percent of admissions to the surgical ward and 50% of surgical outpatients are children. Surgical newborns are cared for in the special care baby unit and there are no neonatal or paediatric ventilators. (4) Support to develop surgical services for children has been pledged for locally, nationally and internationally; however, delivery of the service has not had the equivalent momentum. (5) The proposed teaching and training programme has been approved by the University. There is a need for surgical services for children with encouraging support for this venture; however, the challenges remain in delivering the service.",2006,,Pediatr. Surg. Int.,22,5,425-427,WOS:000237192700006,10.1007/s00383-006-1669-9,23586,#5608,Mhando 2006,"",Access to Healthcare; Barriers to Care; Children / Pediatric Population
Preoperative quality of life of patients with cleft lip and palate in Nigeria: A multicentre pilot study,"Michael, A.; Olusanya, A.; Okoli, C.; Bardi, M.; Akintayo, A.; Onwuagha, I.; Onah, I.; Oluwatosin, O.","Background/Purpose: Functional and psychosocial limitations from cleft lip and palate affect the quality of life of the patient. Any intervention such as surgery for a patient with a cleft should improve the quality of life of the patient. Patient reported outcomes drives patient centred care and is one way to determine outcomes which matter most to the patient. This ongoing study sought to determine the quality of life(QOL) of the patient with a cleft lip or palate scheduled for surgery. Methods/Description: This was an analytic cross-sectional study of the quality of life of 34 patients (aged 8-29 years) planned for cleft lip or palate repair that were recruited from six participating tertiary hospitals. Sociodemographic, clinical, and QOL measures were obtained before the scheduled surgery. The Cleft Questionnaire (Cleft Q) was adapted for measurement of the quality of life and the raw scores were Rasch transformed. Data was analysed using Stata version 17.0 (Stata Corp, Texas, USA) statistical software. Derived QOL scores were compared with established normative values. Relationships between independent variables and primary outcome measures were analyzed using Student's t-test, Mann-Whitney U test and one-way analysis of variance. A P-value < 0.05 was set as statistically significant Results: Thirty-four (females 18, males 16) patients were scheduled for surgery of either cleft lip n=7(20.6%) or cleft palate n=27 (79.4). Patients scheduled for primary surgeries were more than those for secondary surgeries, 23 (68.7%) vs 10 (30.3%). Of the QOL scales, the speech distress score was the least (56.0 ±22.6) and the psychological score highest (73.9±15.8). All QOL mean scores except the psychological score fell below normative Cleft Q scores. The psychological scores in males (80.9 ±16.2) were significantly higher than in females (67.7±12.9, p=0.01). Patients needing lip repair had lower psychological scores than those needing palatal repair (median=59 vs 73, p=0.01). Patients having palate repair demonstrated significantly lower (median=37) speech function scores than those having lip repair (median=90, p=0.01). Patients having palatal repair also expressed significantly higher speech distress than those having lip repair (p < 0.01). Conclusions: Most of the quality of life measures in preoperative patients with cleft lip and palate in this study fell below normative values. Gender and cleft type affect the quality of life.",2023,,Cleft Palate Craniofacial Journal,60,5,105,,10.1177/10556656231167974,16127,#5613,Michael 2023,"",Cleft Palate
