Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Economic and Social Costs of Noma: Design and Application of an Estimation Model to Niger and Burkina Faso,"Mpinga, E. K.; Srour, M. L.; Moussa, M. A.; Dupuis, M.; Kagoné, M.; Grema, M. S. M.; Zacharie, N. B.; Baratti-Mayer, D.","BACKGROUND: While noma affects hundreds of thousands of children every year, taking their lives, disfiguring them and leaving them permanently disabled, the economic and social costs of the disease have not been previously estimated. An understanding of the nature and levels of these costs is much needed to formulate and implement strategies for the prevention and control of this disease, or to mitigate its burden. The objectives of our study were to develop a model for estimating the economic and social costs of noma and to provide estimates by applying this model to the specific contexts of two countries in the ""noma belt"", namely Burkina Faso and Niger. METHODS: Three main approaches were used. The estimation of prevalence levels of potential noma cases and of cases that should receive and actually do receive medical care was carried out using a literature review. The documentary approach made it possible to estimate the direct costs of noma by analyzing the database of a non-governmental organization operating in this field and present in both countries. Indirect costs were estimated using the human capital method and the cost component analysis technique. RESULTS: The direct costs of care and management of noma survivors amount to approximately USD 30 million per year in Burkina Faso, compared to approximately USD 31 million in Niger. They mainly include costs for medical treatment, surgery, hospital stays, physiological care, psychological care, social assistance, schooling, vocational training and care abroad. Indirect costs are estimated at around 20 million in lost production costs in Burkina and around 16 million in Niger. Costs related to premature deaths are estimated at more than USD 3.5 billion in Burkina Faso and USD 3 billion in Niger. Finally, the costs to survivors who are unable to marry are around USD 13.4 million in Burkina and around USD 15 million in Niger. Intangible costs were not calculated. CONCLUSIONS: The neglect of noma and inaction in terms of prevention and control of the disease have enormous economic and social costs for households, communities and states. Future studies of this kind are necessary and useful to raise awareness and eradicate this disease, which impacts the health and well-being of children and results in lifelong suffering and severe economic and social costs to survivors and their families.",2022,,Trop Med Infect Dis,7,7,,35878131,10.3390/tropicalmed7070119,15072,#5864,Mpinga 2022,"",Cost; Noma
A plastic and reconstructive surgery landscape assessment of Malawi: a scoping review of Malawian literature,"Msokera, C.; Xepoleas, M.; Collier, Z. J.; Naidu, P.; Magee, W., 3rd","BACKGROUND: Plastic and reconstructive surgery (PRS) remains highly relevant to the unmet need for surgery in Malawi. Better understanding the current PRS landscape and its barriers may help address some of these challenges. This scoping review aimed to describe: (1) the scope and focus of the PRS literature being produced in Malawi and (2) the challenges, deficits, and barriers to providing accessible, high-quality PRS in Malawi. METHODS: This scoping review was conducted on four databases (SCOPUS, PubMed, Web of Science, EMBASE) from inception through September 1, 2020 following the PRISMA-ScR guidelines. RESULTS: The database search retrieved 3852 articles, of which 31 were included that examined the burden of PRS-related conditions in Malawi. Of these 31 articles, 25 primarily discussed burn-related care. Burns injuries have a high mortality rate; between 27 and 75% in the studies. The literature revealed that there are only two burn units nationally with one PRS specialist in each unit, compounded by a lack of interest in PRS specialization by Malawian medical students. Congenital anomalies were the only other PRS-related condition examined and reported in the literature, accounting for 23% of all pediatric surgeries in tertiary facilities. CONCLUSIONS: There is a need to increase the country's capacity to handle burn reconstruction and other PRS-related conditions to reduce overall morbidity and mortality. Additional publicly funded research at the district and community level is warranted to determine the true burden of PRS disease in Malawi to derive health system strengthening and workforce capacity building strategies.",2022,,Eur J Med Res,27,1,119,35820981,10.1186/s40001-022-00714-y,13301,#5873,Msokera 2022,"",Burden
Non-Obstetric Surgical Care at Three Rural District Hospitals in Rwanda: More Human Capacity and Surgical Equipment May Increase Operative Care,"Muhirwa, E.; Habiyakare, C.; Hedt-Gauthier, B. L.; Odhiambo, J.; Maine, R.; Gupta, N.; Toma, G.; Nkurunziza, T.; Mpunga, T.; Mukankusi, J.; Riviello, R.","BACKGROUND: Most mortality attributable to surgical emergencies occurs in low- and middle-income countries. District hospitals, which serve as the first-level surgical facility in rural sub-Saharan Africa, are often challenged with limited surgical capacity. This study describes the presentation, management, and outcomes of non-obstetric surgical patients at district hospitals in Rwanda. METHODS: This study included patients seeking non-obstetric surgical care at three district hospitals in rural Rwanda in 2013. Demographics, surgical conditions, patient care, and outcomes are described; operative and non-operative management were stratified by hospitals and differences assessed using Fisher's exact test. RESULTS: Of the 2660 patients who sought surgical care at the three hospitals, most were males (60.7 %). Many (42.6 %) were injured and 34.7 % of injuries were through road traffic crashes. Of presenting patients, 25.3 % had an operation, with patients presenting to Butaro District Hospital significantly more likely to receive surgery (57.0 %, p < 0.001). General practitioners performed nearly all operations at Kirehe and Rwinkwavu District Hospitals (98.0 and 100.0 %, respectively), but surgeons performed 90.6 % of the operations at Butaro District Hospital. For outcomes, 39.5 % of all patients were discharged without an operation, 21.1 % received surgery and were discharged, and 21.1 % were referred to tertiary facilities for surgical care. CONCLUSION: Significantly more patients in Butaro, the only site with a surgeon on staff and stronger surgical infrastructure, received surgery. Availing more surgeons who can address the most common surgical needs and improving supplies and equipment may improve outcomes at other districts. Surgical task sharing is recommended as a temporary solution.",2016,,World J Surg,40,9,2109-16,27098541,10.1007/s00268-016-3515-0,13663,#5896,Muhirwa 2016,"",Barriers to Care; Burden; Surgical Capacity
Designing a contextually appropriate surgical training program in low-resource settings: the Botswana experience,"Mutabdzic, D.; Bedada, A. G.; Bakanisi, B.; Motsumi, J.; Azzie, G.","BACKGROUND: The global burden of surgical disease and severe shortage of trained surgeons around the world are now widely recognized. The greatest challenge in improving access to surgical care lies in sub-Saharan Africa, where the number of surgeons per population is lowest. One part of the solution may be to create programs to train surgeons locally. We present our experience with an approach to designing a contextually appropriate surgical curriculum in Botswana. METHODS: Surgical logbooks from the largest tertiary care center in Botswana, dating from 2004 through 2010, were analyzed to yield total case numbers within clearly defined categories. Case numbers and local surgical opinion were combined to design a contextually relevant curriculum, with the Surgical Council on Resident Education curriculum as a template. RESULTS: Logbook analysis revealed that general surgeons in Botswana manage burns and perform a large number of skin grafts and extremity amputations. However, they perform few colonoscopies and complex laparoscopic procedures. The new curriculum included greater emphasis on surgical subspecialty procedures and surgical management of locally relevant conditions, such as the complications of infectious diseases. Less emphasis was placed on management of uncommon conditions such as inflammatory bowel disease. CONCLUSIONS: There are important differences in the scope of general surgery and the knowledge and skills required by general surgeons in Botswana compared with their North American counterparts. We present a simple and inexpensive approach that could serve as a potential model for designing contextually relevant surgical training programs in other low-resource settings.",2013,,World J Surg,37,7,1486-91,22851149,10.1007/s00268-012-1731-9,13533,#5968,Mutabdzic 2013,"Camille Beatrice Valera (2025-01-28 03:34:36)(Select): essentially a ""needs assessment."" surgical capacity/barriers to care.; ",Access to Healthcare; Barriers to Care
A Prospective study on the epidemiology of burns in patients admitted to the Harare burn units,"Mzezewa, S.; Jonsson, K.; Aberg, M.; Salemark, L.","The purpose of this study was to record the causes and the magnitudes of burn injuries prospectively and to evaluate the outcome of treatment of patients admitted to the burn units in Harare. The median age of the 451 patients included was 6 years (range: 1 month to 71 years), 54% were female and 46% male. The burn injuries were caused by flame in 51% of the cases and hot liquids in 47%. The overall median total body surface area burnt was 13% (range: 0.5 to 99%). Parasuicidal burns (attempted suicides) were noted in 11% of the patients with a median total body surface area burnt of 30% and mortality of 73%. Lodgers were overrepresented in the material. Delayed split skin grafting was done on 26% of the patients and early primary excision and skin grafting on 3%. The overall median hospital stay was 15 days (range: 0 to 229 days). The median hospital stay for patients with delayed split skin grafting was 42 days and that for those with primary excision and split skin grafting was 17 days. The overall mortality was 22%. All patients with burns larger than 65% of the total body surface area died. Burn injuries were more frequent and larger with higher mortality in females than in males. Flame was the major cause of the burns. Self-inflicted burns, noted mainly in young women, resulted in 73% mortality. Primary excision and grafting reduced hospital stay by 60% compared to delayed skin grafting.",1999,,Burns,25,6,499-504,10498357,10.1016/s0305-4179(99)00041-8,13645,#6012,Mzezewa 1999,Camille Beatrice Valera (2025-01-21 03:51:12)(Select): burden --> burns; ,Burns
A prospective study of suicidal burns admitted to the Harare burns unit,"Mzezewa, S.; Jonsson, K.; Aberg, M.; Salemark, L.","The aim of this study was to obtain prospective information on suicidal (attempted suicide) burns patients admitted to the Harare burns unit during 1995-1998. Forty-seven patients, 42 females (89%) and five males (11%), evenly distributed throughout the period of study, were included. The median age was 25 years, range 13 to 50 years. Thirty were housewives (64%). Women married according to customary law were the group most at risk. All patients were burnt by flame after dousing themselves with paraffin or petrol. Conflict in love relationships was the most common circumstance leading to attempted suicide. The median Total Body Surface Area (TBSA) burnt was 60%, range 10-90%, for all patients, 25%, range 10-40%, for those who survived and 65%, range 20-95%, for those who died. Surgery was performed on 16 patients (34%). Mortality was 68%. The overall median hospital stay for all patients was 10 days, range 0-322 days, and 5 days, range 0-322 days, for those who died.",2000,,Burns,26,5,460-4,10812268,10.1016/s0305-4179(00)00019-x,13661,#6013,Mzezewa 2000,"",Burns
Congenital malformations and medical conditions associated with orofacial clefts in children in Burkina Faso,"Nagalo, K.; Ouédraogo, I.; Laberge, J. M.; Caouette-Laberge, L.; Turgeon, J.","BACKGROUND: Orofacial clefts are usually isolated cases but can be associated with other congenital malformations that are either recognised or unrecognised syndromes. The reported prevalence and pattern of such associated malformations, however, vary among studies. OBJECTIVES: To assess the frequencies and aetiologies of congenital malformations and associated medical conditions in children with orofacial clefts in Burkina Faso (Western Africa). METHODS: A retrospective descriptive study was carried out at the El Fateh-Suka Clinic in Ouagadougou, Burkina Faso. All children who attended surgery for the repair of a cleft lip and/or palate were included in this study. RESULTS: The frequency of congenital malformations associated with cleft lip and/or palate was 39/185 (21.1%). In the group with multiple congenital malformations of unknown origin (34 patients; 18.4%), 66.7% had cleft lip and palate, followed by isolated cleft lip (27.4%) and isolated cleft palate (5.9%). The digestive system (35.3%), the musculoskeletal system (19.6%), and eye, ear, face, and neck (15.7%) were the most affected systems. In the group of syndromic malformations (five patients; 2.7%), amniotic band syndrome (one patient), Van der Woode syndrome (one patient), Goltz syndrome (one patient), and holoprosencephaly (two patients) were identified. Medical conditions included anaemia (39.4%), infections (9.2%), malnutrition (7.5%), and haemoglobinopathies (4.3%). CONCLUSIONS: Congenital malformations and medical co-morbidities were frequent in children with OFCs. Further studies and a National Malformations Registry are needed to improve the comprehension of OFCs in Burkina Faso.",2017,,BMC Pediatr,17,1,72,28292285,10.1186/s12887-017-0833-9,13457,#6024,Nagalo 2017,"Rachel Wangi (2025-02-10 22:13:52)(Select): Paper provides the conditions associated with orofacial clefts, but there was no focus on reconstructive surgery.; ",Burden; Cleft Palate; Congenital Malformations
Referral of Burn Patients in the Absence of Guidelines: A Rwandan Study,"Nezerwa, Y.; Miranda, E.; Velin, L.; Shyaka, I.; Mukagaju, F.; Busomoke, F.; Nsanzimana, J. D.; Mukeshimana, M.; Mushimiyimana, D.; Mukambasabire, B.; Uwimana, L.; Ntirenganya, F.; Furaha, C.; Riviello, R.; Pompermaier, L.","INTRODUCTION: The management of severe burns and pediatric burns requires an organized system of care delivery, which includes referral guidelines. In Rwanda, the burn unit at the University Teaching Hospital of Kigali (CHUK) is the only dedicated burn unit in the country and admits patients of all ages referred from the other provinces. However, since there are no official referral guidelines, it is unknown whether patients with burns are appropriately referred. This study aims to analyze referral patterns among burn patients admitted at the CHUK burn unit and their adherence to the referral criteria listed by the American Burn Association (ABA), comparing patients transferred to the burn unit from facilities within Kigali and those referred from facilities outside Kigali. METHODS: This retrospective study included all patients with acute burns admitted to the CHUK burn unit with data available on the province of origin from 2005 to 2019. Patients with burns younger than 16 y were defined as pediatric burns, as per the CHUK routines. Characteristics of all burns referred from a facility within Kigali (Pat-K) and facilities outside Kigali (Pat-O) were compared using Fisher's exact test for categorical variables or Wilcoxon rank-sum test for continuous variables. The adherence to ABA referral criteria was assessed for variables with available data, which were total burnt surface area %, burn thickness, cause of burn, and age. RESULTS: The study population consisted of 1093 patients, of which 1064 had data regarding if they were referred from other facilities to CHUK. Overall, the median age was 3 y (2-16 y), with Pat-O being older than Pat-K (P < 0.001). Scalds were the dominant cause of injury in both groups; flame was more common among Pat-O than among Pat-K (in 25.5% versus 10.6%, P < 0.01). Burns of larger size and depth were more common among Pat-O, as compared to the Pat-K group [median total burnt surface area % = 19% versus 15.5%, respectively (P < 0.001); presence of full-thickness burns = 55.6% versus 29.7 %, respectively (P < 0.001)]. Hospitalization was longer and in-hospital mortality higher in Pat-O than in Pat-K [LOS = 42 d (interquartile range 11-164) versus 28 d (interquartile range 9-132), P < 0.05; in-hospital mortality = 18.9% versus 10.1%, P < 0.001]. Among Pat-O, 85% had characteristics that mirrored one or more of the analyzed ABA criteria. CONCLUSIONS: Although there are no clear guidelines, referral patterns indicate that patients are being appropriately referred for specialized burn care in Rwanda. Compared to patients from Kigali, rural patients had larger and more severe injuries, needed more surgical interventions, and had worse outcomes. Most of referred patients matched criteria listed among international referral guidelines. However, the statement of national referral criteria is essential to improve timely access to adequate care.",2022,,J Surg Res,278,,216-222,35636196,10.1016/j.jss.2022.04.066,13914,#6183,Nezerwa 2022,"",Access to Healthcare; Barriers to Care; Burns
"CONGENITAL-MALFORMATIONS IN KUMASI, GHANA - PROGNOSIS FOR SURGICAL CASES","Niiamonkotei, D.; Baffoebonnie, B.","One hundred sixty-one cases of congenital anomalies admitted to the special ward for sick children over a period of 4 years have been analyzed with regard to incidence of individual diagnoses, age at admission, place of delivery, and overall and postoperative mortality. The malformations involved the abdomen, gastrointestinal and digestive systems (40.4%), head and neck (19.9%), vertebral column and extremities (28.0%), and urinogenital system (6.2%). The most frequent were anorectal malformations (26.7%), followed by cleft lip and cleft palate (14.3%), spina bifida (13.7%), exomphalos (9.3%), and talipes (7.5%). In all, 143 cases (88.8%) should have been amenable to surgery, but only 86 (53.4%) were operated upon. An overall high mortality (33.5%) was attributed to places of delivery with inadequate medical facilities, delayed referral to more competent health institutions, poor general condition of the patients, associated anomalies, and complications. Postoperative mortality was also high for the same reasons. Institution of specific registry or monitoring programs and improvement of medical facilities is recommended to enhance the prognosis for children with congenital malformations.",1991,,Pediatr. Surg. Int.,6,1,68-70,WOS:A1991EP29800018,,23361,#6228,Niiamonkotei 1991,"",Barriers to Care; Cardiac surgeries; Congenital Malformations
Firearm injuries at selected hospitals in Kenya,"Njeru, E. K.; Mutiso, V. M.; Saidi, H.; Mak'Anyengo, K.; Gakuru, J. N.","Background: The burden of injury in low-income countries is greater than in highincome countries, but injury documentation and prevention policies are inadequate. The who, where and how of firearm injuries in Kenya has received little attention. Objective: This study describes the epidemiology of small and light firearm injuries to highlight the problem and stimulate further methodologically and scientifically sound research in the area. Method: This retrospective study involved abstracting socio-demographic data, injury mechanism, intention, resources consumed and outcome information from case notes in the records departments of two major health facilities in Nairobi. Results: Eight hundred and fifty two hospital admissions due to gun-shot injuries were recorded between 1997 - 2002 (average, 142 per year) representing 1.8% of all injury admissions, and 0.2% of total admissions at the two hospitals. There were 10 times more male admissions and 89.9% of those involved were in the 15-44 year age group. Six hundred and twenty nine (85.9%) of the admissions were as a result of intentional injuries (assaults) while 101 (13.8%) were as a result of unintentional injuries. Fourty two (5%) patients died in hospital while 800 (94.5%) were discharged home. The burden on health care facilities included a total of 15,392 ward days for 841 patients whose records were available and a total of 144 ICU days for 19 patients. Seven hundred and eighty four (92.9%) patients underwent some form of surgery, mostly limb surgical toilet with wound excision/debridement. Hospital resources used included 3346 units of intravenous fluids and 518 units of blood. Conclusion: The study recommends that policy makers be sensitized on the magnitude of this problem and more studies on risk factors to be carried out so that the process of testing interventions can begin.",2008,,Annals of African Surgery,3,,3-9,,,22146,#6240,Njeru 2008,"",Trauma
Fournier’s gangrene: a retrospective review of management outcomes and seasonal variations of clinical presentation,"Nnabugwu, I. I.; Onumaegbu, O. O.; Okolie, L. T.","Background: To review retrospectively the outcomes of management of Fournier’s gangrene (FG) and to assess for possible seasonal variations in clinical presentations of FG to a referral hospital in a tropical African country. Methods: The medical records of patients who presented with FG from February 2012 to December 2019 were reviewed. Of interest were age of patient, vital signs at presentation, site of gangrene, duration of hospital admission, and management interventions deployed. Analysis was with SPSS® version 21. Results: Twenty-three of 28 medical records could be analyzed. Median Fournier’s Gangrene Severity Index (FGSI) was 5 (IQR:3–10), the median Uludag-FGSI (UFGSI) was 7 (IQR:4–14). In 82.6%, the scrotum was the site of onset; in 8.7%, the lesion had spread beyond the pelvis. Diabetes mellitus (30.4%), HIV infection (13.0%) and nephropathy (17.4%) were identified co-morbidities. There were 2.4 ± 1.0 debridement sessions and 1.5 ± 1.3 transfused units of blood per patient. In 60.9%, the wound edges were undermined and apposed; in 17.4%, split skin grafting or fascio-cutaneous flap cover was deployed. In 17.4%, satisfactory wound closure needed more than 1 theater session. Mean duration of hospital admission was 51.4 ± 19.4 days. No mortality was recorded. Majority (91.2%) presented in hot, dry months of October through March with peak in December. No case presented in the wet months of May through September. Conclusion: Meager resources notwithstanding, FG management outcomes are generally satisfactory. Furthermore, FG is observed to present mostly in the hot, dry months of the year in the 8 years under review.",2021,,African Journal of Urology,27,1,,,10.1186/s12301-021-00168-4,17105,#6259,Nnabugwu 2021,"",Awaiting classification; Ulcers
Trauma care and referral patterns in Rwanda: implications for trauma system development,"Ntakiyiruta, G.; Wong, E. G.; Rousseau, M. C.; Ruhungande, L.; Kushner, A. L.; Liberman, A. S.; Khwaja, K.; Dakermandji, M.; Wilson, M.; Razek, T.; Kyamanywa, P.; Deckelbaum, D. L.","Background Trauma remains a leading cause of death worldwide. The development of trauma systems in low-resource settings may be of benefit. The objective of this study was to describe operative procedures performed for trauma at a tertiary care facility in Kigali, Rwanda, and to evaluate geographical variations and referral patterns of trauma care. Methods We retrospectively reviewed all prospectively collected operative cases performed at the largest referral hospital in Rwanda, the Centre Hospitalier Universitaire de Kigali (CHUK), between June 1 and Dec. 1, 2011, for injury-related diagnoses. We used the Pearson (2) and Fisher exact tests to compare cases arising from within Kigali to those transferred from other provinces. Geospatial analyses were also performed to further elucidate transfer patterns. Results Over the 6-month study period, 2758 surgical interventions were performed at the CHUK. Of these, 653 (23.7%) were for trauma. Most patients resided outside of Kigali city, with 337 (58.0%) patients transferred from other provinces and 244 (42.0%) from within Kigali. Most trauma procedures were orthopedic (489 [84.2%]), although general surgery procedures represented a higher proportion of trauma surgeries in patients from other provinces than in patients from within Kigali (28 of 337 [8.3%] v. 10 of 244 [4.1%]). Conclusion To our knowledge, this is the first study to highlight geographical variations in access to trauma care in a low-income country and the first description of trauma procedures at a referral centre in Rwanda. Future efforts should focus on maturing prehospital and interfacility transport systems, strengthening district hospitals and further supporting referral institutions. Contexte Les traumatismes demeurent l'une des principales causes de deces dans le monde. La mise au point de systemes de traumatologie dans des milieux defavorises pourrait toutefois contribuer a ameliorer la situation. Notre etude avait pour objectif de decrire les interventions chirurgicales pratiquees sur les victimes de traumatismes dans un etablissement de soins tertiaires de Kigali, au Rwanda, et d'evaluer les variations geographiques et les habitudes d'orientation des patients dans le domaine de la traumatologie. Methodes Nous avons evalue retroactivement les donnees recueillies de facon prospective sur l'ensemble des interventions realisees au plus grand centre hospitalier regional du Rwanda, le Centre hospitalier universitaire de Kigali (CHUK), du 1(er) juin au 1(er) decembre 2011 pour les diagnostics lies a des blessures. Nous avons eu recours au test (2) de Pearson et au test exact de Fisher pour comparer les cas issus de la province de Kigali a ceux provenant d'autres provinces. Nous avons en outre effectue des analyses geospatiales afin de mieux comprendre les habitudes d'orientation des patients. Resultats Au cours des 6 mois de l'etude, 2758 interventions chirurgicales ont ete pratiquees au CHUK, dont 653 (23,7 %) pour des traumatismes. La majorite des patients residaient a l'exterieur de la capitale : 337 (58,0 %) d'entre eux avaient ete transferes d'autres provinces, et 244 (42,0 %), d'ailleurs dans la province. Si la plupart des interventions chirurgicales etaient orthopediques (489, soit 84,2 %), les patients d'autres provinces ont plus souvent subi des interventions generales que leurs compatriotes de la province de Kigali (28 sur 337, soit 8,3 %, par rapport a 10 sur 244, soit 4,1 %). Conclusion notre connaissance, il s'agit de la premiere etude mettant en lumiere les variations geographiques de l'acces aux soins en traumatologie dans un pays a faible revenu et de la premiere description des interventions chirurgicales pratiquees sur des victimes de traumatismes dans un centre regional du Rwanda. Les travaux a venir devraient etre axes sur le developpement des systemes de transport avant l'hospitalisation et entre les etablissements, le renforcement des hopitaux de district et l'augmentation du soutien aux centres regionaux.",2016,,Can. J. Surg.,59,1,35-41,WOS:000369673600008,10.1503/cjs.008115,23396,#6295,Ntakiyiruta 2016,Rachel Wangi (2025-01-30 01:35:54)(Select): A good of reconstructive surgeries listed in table 3; ,Burden; Trauma
"Epidemiology and cost of pediatric injury in Yaoundé, Cameroon: a prospective study","Nwanna-Nzewunwa, O.; Ngamby, M. K.; Cox, J.; Feldhaus, I.; Motwani, G.; Monono, M. E.; Etoundi, G. A.; Dicker, R. A.; Hyder, A. A.; Juillard, C.","PURPOSE: Unintentional injury is the leading cause of death among children aged 10-19 years and over 95% of injury deaths occur in low- and middle-income countries (LMICs). As patterns of injury in the pediatric population may differ from those in adults, risks specific to children in LMICs need to be identified for effective injury prevention and treatment. This study explores patterns of pediatric injury epidemiology and cost in Yaoundé, Cameroon to inform injury prevention and resource allocation. METHODS: Pediatric (age < 20 years) trauma patient data were collected at the emergency department (ED) of Central Hospital of Yaoundé (CHY) from April through October 2009. Univariate, bivariate, and multivariate analyses were used to explore injury patterns and relationships between variables. Regression analyses were conducted to identify predictors of receiving surgical care. RESULTS: Children comprised 19% (544) of trauma cases. About 54% suffered road traffic injuries (RTIs), which mostly affected the limbs and pelvis (37.3%). Half the RTI victims were pedestrians. Transportation to CHY was primarily by taxi or bus (69.4%) and a preponderance (71.1%) of the severely and profoundly injured patients used this method of transport. Major or minor surgical intervention was necessary for 17.9% and 20.8% of patients, respectively. Patients with an estimated injury severity score ≥ 9 (33.2%) were more likely to need surgery (p < 0.01). The median ED cost of pediatric trauma care was USD12.71 [IQR 12.71, 23.30]. CONCLUSIONS: Injury is an important child health problem that requires adequate attention and funding. Policies, surgical capacity building, and health systems strengthening efforts are necessary to address the high burden of pediatric injuries in Cameroon. Pediatric injury prevention efforts in Cameroon should target pedestrian RTIs, falls, and burns and consider school-based interventions.",2020,,Eur J Trauma Emerg Surg,46,6,1403-1412,30976820,10.1007/s00068-019-01104-6,13339,#6330,Nwanna-Nzewunwa 2020,Lionel Bernard Dumont (2025-01-14 18:59:47)(Select): Epidemiology of traffic injuries. Burn incidence is mentioned in 2 tables. noting clearly related to reconstructive or plastic surgery. But at some point burn can be use as an outcome; ,Burden; Children / Pediatric Population; Cost
Hospitalized for poverty: orthopaedic discharge delays due to financial hardship in a tertiary hospital in Northern Tanzania,"Obayemi, J. E.; Card, E. B.; Shirima, O.; Premkumar, A.; Massawe, H.; Sheth, N. P.","BACKGROUND: Musculoskeletal injury contributes significantly to the burden of disease in Tanzania and other LMICs. For hospitals to cope financially with this burden, they often mandate that patients pay their entire hospital bill before leaving the hospital. This creates a phenomenon of patients who remain hospitalized solely due to financial hardship. This study aims to characterize the impact of this policy on patients and hospital systems in resource-limited settings. METHODS: A mixed-methods study using retrospective medical record review and semi-structured interviews was conducted at a tertiary hospital in Moshi, Tanzania. Information regarding patient demographics, injury type, days spent in the ward after medical clearance for discharge, and hospital invoices were collected and analyzed for orthopaedic patients treated from November 2016 to June 2017. RESULTS: 346 of the 867 orthopaedic patients (39.9%) treated during this time period were found to have spent additional days in the hospital due to their inability to pay their hospital bill. Of these patients, 72 patient charts were analyzed. These 72 patients spent an average of 9 additional days in the hospital due to financial hardship (range: 1-64 days; interquartile range: 2-10.5 days). They spent an average of 112,958 Tanzanian Shillings (TSH) to pay for services received following medical clearance for discharge, representing 12.3% of the average total bill (916,840 TSH). 646 hospital bed-days were spent on these 72 patients when they no longer clinically required hospitalization. 7 (9.7%) patients eloped from the hospital without paying and 24 (33.3%) received financial assistance from the hospital's social welfare office. CONCLUSIONS: Many patients do not have the financial capacity to pay hospital fees prior to discharge. This reality has added significantly to these patients' overall financial hardship and has taken hundreds of bed-days from other critically ill patients. This single-institution, cross-sectional study provides a deeper understanding of this phenomenon and highlights the need for changes in the healthcare payment structure in Tanzania and other comparable settings.",2022,,Glob Health Res Policy,7,1,31,36050802,10.1186/s41256-022-00265-z,14387,#6376,Obayemi 2022,"Rachel Wangi (2025-01-15 00:51:52)(Select): forcuses on focuses on musculoskeletal injuries, including fractures and osteomyelitis (reconstructive surgical conditions), Financial hardship which is a significant barrier, with policies requiring patients to pay their hospital bills before discharge, leading to prolonged hospital stays; ",Access to Healthcare; Barriers to Care
"Clinical patterns and early outcomes of burn injuries in patients admitted at the Moi Teaching and Referral Hospital in Eldoret, Western Kenya","Odondi, R. N.; Shitsinzi, R.; Emarah, A.","BACKGROUND: Burns are the fourth most common type of trauma worldwide and a major cause of mortality and disability in developing countries. Although burns are common in Kenya, the mortality and morbidity patterns are yet to be well studied and documented comprehensively. OBJECTIVE: To evaluate burn clinical patterns, early outcomes and their associations among patients admitted with burn injuries at Moi Teaching and Referral Hospital (MTRH). METHODS: A cross-sectional descriptive study was conducted at MTRH between January 2016 and June 2017. A total of 189 patients admitted to the hospital with burns were recruited into the study. An interviewer-administered structured questionnaire and chart reviews were used to collect data on sociodemographic variables, burn clinical characteristics and early burn outcomes. Associations between patient characteristics and early burn outcomes were assessed by multivariable logistic regression. RESULTS: Of the 182 burn patients whose data was analyzed, the median age was 2.4 years (IQR = 5.8) years and 149 (82%) were children below 18 years. Majority (76%) of burns were due to scalds. The commonest burn locations were the trunk and upper limbs (56%). Only 40% of patients received prehospital intervention. The median Total Burn Surface Area (TBSA) was 14.5% and 74% of the patients had 2nd degree burns. The median length of hospital stay was 16 days (IQR = 28) and commonest complication was wound infection. Proportion of deaths due to burns accounted for 9.3% of the patients. A TBSA of 20%-30% (p = 0.01) was associated with presence of burn complications while a TBSA of >10% (p = 0.03) and time from burn to admission (p = 0.03) were associated with the length of hospital stay. CONCLUSIONS: In our study, death was likely to occur in one in ten patients admitted with burns and TBSA was a predictor of presence of burn complications and length of hospital stay. There is a need for continued health education of the public on fire safety within the home environment for children and other vulnerable persons. Timely hospital intervention would also reduce burn complications as well as length of hospital stay.",2020,,Heliyon,6,3,e03629,32258478,10.1016/j.heliyon.2020.e03629,15177,#6414,Odondi 2020,"Camille Beatrice Valera (2025-01-17 03:52:33)(Select): burden, burns; ",Burns
"Burn injuries in pregnancy in a regional burns center in Nigeria: Presentation, maternal and fetal outcome","Ogbogu, C. J.; Uduezue, A.; Anetekhai, W. I.; Agunwa, C. C.","Introduction: Paucity of published data on the specific problems of burns in pregnancy has made it difficult to determine the incidence, maternal and fetal outcomes, as well as the most effective management program for them, hence this analysis of burns in pregnancy from January 2009–December, 2014 (6 years). Method: A retrospective study of records over 5 years was conducted. The patients’ demographic and burn characteristics, stage of pregnancy, the causes, management, outcome and complications were noted. Results and discussion: Ten mothers were included, with mean age of 30 years (range 17–45 years). The average TBSA was 36.3%, mean gestational age was 18.22 weeks (60% were within the first trimester while 40% were in the third trimester, none was in second trimester). The major cause of burn injuries was flame burns (80%). All dead fetuses were within the first trimester. The most common cause of death of mothers was sepsis. No statistically significant association was found between socio-demographic and burn characteristics and maternal and fetal outcome. The mortality rate of pregnant women is almost three times that of the non pregnant women. Conclusion: Burns in pregnant women have a profound effect on the fetal wellbeing while the outcome of the burn injuries can be affected by the presence of a fetus. Burn injury prevention is essential in reducing the morbidity and mortality associated with these injuries.",2018,,Burns Open,2,1,53-58,,10.1016/j.burnso.2017.11.001,19131,#6431,Ogbogu 2018,Saidu Ahmad Idris (2025-01-30 01:12:39)(Select): Overall cases of burn injuries reported over a six-year period before being disaggregated to burns among pregnant women; ,Burden; Burns
